ID,Template,Plan,Filled_Template,Filled_Plan
70,assistant: It's a great area with a lot of <ATTRACTION_TYPE_1> attractions. I can give you some recommendations.,,assistant: It's a great area with a lot of Scenic attractions. I can give you some recommendations.,
70,"user: Okay, that sounds good.","attractions = get_results_from_cache(key=""attractions"")","user: Okay, that sounds good.","attractions = get_results_from_cache(key=""attractions"")"
71,assistant: Hi there! How can I assist you?,,assistant: Hi there! How can I assist you?,
71,user: I'm looking for some <ATTRACTION_TYPE_1> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Sporting attractions in Las Vegas.,"attractions = search_attractions(city=""Las Vegas"", type=[""Sporting""])
save_to_cache(key=""attractions"", value=attractions)"
71,assistant: We have a lot of great <ATTRACTION_TYPE_1> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Sporting spots in Las Vegas. Are you interested in anything specific?,
71,"user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")","user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")"
71,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Summerlin?",
71,"user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Summerlin""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
72,assistant: Hello! What brings you here today?,,assistant: Hello! What brings you here today?,
72,user: I'm planning a trip to <STATE_2> and I want to find some <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions.,"attractions = search_attractions(state=""<STATE_2>"", type=[""<ATTRACTION_TYPE_1>"", ""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to CA and I want to find some Art and Sporting attractions.,"attractions = search_attractions(state=""CA"", type=[""Art"", ""Sporting""])
save_to_cache(key=""attractions"", value=attractions)"
72,assistant: <STATE_2> has a lot to offer. Are you looking at a specific city or region?,,assistant: CA has a lot to offer. Are you looking at a specific city or region?,
72,"user: Not really, I'm flexible.",,"user: Not really, I'm flexible.",
72,assistant: Anything else I can help you with,,assistant: Anything else I can help you with,
72,"user: No, Thanks",,"user: No, Thanks",
73,assistant: Hi there! How can I assist you?,,assistant: Hi there! How can I assist you?,
73,user: I'm looking for some <ATTRACTION_TYPE_2> attractions in <CITY_1>.,"attractions = search_attractions(city=""<CITY_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for some Art attractions in Fresno.,"attractions = search_attractions(city=""Fresno"", type=[""Art""])
save_to_cache(key=""attractions"", value=attractions)"
73,assistant: We have a lot of great <ATTRACTION_TYPE_2> spots in <CITY_1>. Are you interested in anything specific?,,assistant: We have a lot of great Art spots in Fresno. Are you interested in anything specific?,
73,"user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")","user: Not really, just something fun.","attractions = get_results_from_cache(key=""attractions"")"
73,"assistant: Okay, let me give you some recommendations. Have you considered <CITY_1_NEIGHBORHOOD_2>?",,"assistant: Okay, let me give you some recommendations. Have you considered Tower District?",
73,"user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""<CITY_1_NEIGHBORHOOD_2>""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: No, I haven't. What's there?","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, neighborhood=[""Tower District""])
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
74,"assistant: Hi, how can I help you today?",,"assistant: Hi, how can I help you today?",
74,user: I'm looking for <ATTRACTION_TYPE_1> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm looking for Historical attractions in AK.,"attractions = search_attractions(type=[""Historical""], state=""AK"")
save_to_cache(key=""attractions"", value=attractions)"
74,assistant: <STATE_1> has a rich history and culture. What specific type of <ATTRACTION_TYPE_1> attractions are you interested in?,,assistant: AK has a rich history and culture. What specific type of Historical attractions are you interested in?,
74,"user: I'm not sure, just something interesting.","attractions = get_results_from_cache(key=""attractions"")","user: I'm not sure, just something interesting.","attractions = get_results_from_cache(key=""attractions"")"
74,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in <STATE_1>?",,"assistant: Okay, let me see what I can find for you. Are you open to visiting different cities in AK?",
74,"user: Yes, I am. Infact, I am thinking of going to <CITY_2>.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city = ""<CITY_2>"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)","user: Yes, I am. Infact, I am thinking of going to Raleigh.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions = filter_attractions(prior_results=attractions, city = ""Raleigh"")
save_to_cache(key=""filtered_attractions"", value=filtered_attractions)"
75,assistant: Hello! I'd love to help you discover new attractions. What's your favorite type of <ATTRACTION_TYPE_2> activity?,,assistant: Hello! I'd love to help you discover new attractions. What's your favorite type of Guided activity?,
75,user: I'm planning a trip to <STATE_1> and I want to find some <ATTRACTION_TYPE_2> attractions.,"attractions = search_attractions(state=""<STATE_1>"", type=[""<ATTRACTION_TYPE_2>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to CO and I want to find some Guided attractions.,"attractions = search_attractions(state=""CO"", type=[""Guided""])
save_to_cache(key=""attractions"", value=attractions)"
75,assistant: <STATE_1> has a lot to offer. Can you tell me more about what you're looking for in a <ATTRACTION_TYPE_2> experience?,,assistant: CO has a lot to offer. Can you tell me more about what you're looking for in a Guided experience?,
75,"user: Not really, just something exciting.",,"user: Not really, just something exciting.",
75,assistant: Let me ask you this: are you open to trying new things or do you prefer more traditional <ATTRACTION_TYPE_2> activities?,,assistant: Let me ask you this: are you open to trying new things or do you prefer more traditional Guided activities?,
75,user: I'm open to anything.,,user: I'm open to anything.,
76,"assistant: Hello! What kind of attractions are you looking for? Are you interested in history, art, or something else?",,"assistant: Hello! What kind of attractions are you looking for? Are you interested in history, art, or something else?",
76,user: I'm interested in <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions in <STATE_1>.,"attractions = search_attractions(type=[""<ATTRACTION_TYPE_1>"", ""<ATTRACTION_TYPE_2>""], state=""<STATE_1>"")
save_to_cache(key=""attractions"", value=attractions)",user: I'm interested in Cultural and Touristy attractions in OR.,"attractions = search_attractions(type=[""Cultural"", ""Touristy""], state=""OR"")
save_to_cache(key=""attractions"", value=attractions)"
76,assistant: <STATE_1> has a lot to offer. Are you looking at specific cities or regions?,,assistant: OR has a lot to offer. Are you looking at specific cities or regions?,
76,"user: Yeah, I'm thinking of visiting <CITY_2> and <CITY_3>.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions1 = filter_attractions(prior_results=attractions, city=""<CITY_2>"")
filtered_attractions2 = filter_attractions(prior_results=attractions, city=""<CITY_3>"")
save_to_cache(key=""filtered_attractions1"", value=filtered_attractions1)
save_to_cache(key=""filtered_attractions2"", value=filtered_attractions2)","user: Yeah, I'm thinking of visiting San Jose and San Antonio.","attractions = get_results_from_cache(key=""attractions"")
filtered_attractions1 = filter_attractions(prior_results=attractions, city=""San Jose"")
filtered_attractions2 = filter_attractions(prior_results=attractions, city=""San Antonio"")
save_to_cache(key=""filtered_attractions1"", value=filtered_attractions1)
save_to_cache(key=""filtered_attractions2"", value=filtered_attractions2)"
76,assistant: Both <CITY_2> and <CITY_3> have great <ATTRACTION_TYPE_1> and <ATTRACTION_TYPE_2> attractions. Let me tell you about some of them.,,assistant: Both San Jose and San Antonio have great Cultural and Touristy attractions. Let me tell you about some of them.,
76,user: That sounds great.,"filtered_attractions1 = get_results_from_cache(key=""filtered_attractions1"")
filtered_attractions2 = get_results_from_cache(key=""filtered_attractions2"")",user: That sounds great.,"filtered_attractions1 = get_results_from_cache(key=""filtered_attractions1"")
filtered_attractions2 = get_results_from_cache(key=""filtered_attractions2"")"
77,assistant: Hello! What brings you here today? Are you looking for a quick weekend getaway or a longer vacation?,,assistant: Hello! What brings you here today? Are you looking for a quick weekend getaway or a longer vacation?,
77,user: I'm planning a trip to <STATE_2> and I want to find some <ATTRACTION_TYPE_1> attractions.,"attractions = search_attractions(state=""<STATE_2>"", type=[""<ATTRACTION_TYPE_1>""])
save_to_cache(key=""attractions"", value=attractions)",user: I'm planning a trip to CA and I want to find some Touristy attractions.,"attractions = search_attractions(state=""CA"", type=[""Touristy""])
save_to_cache(key=""attractions"", value=attractions)"
77,assistant: <STATE_2> has a lot to offer. Are you looking at a specific city or region?,,assistant: CA has a lot to offer. Are you looking at a specific city or region?,
77,"user: Not really, I'm flexible. What are some popular <ATTRACTION_TYPE_1> spots in <STATE_2>?","attractions = get_results_from_cache(key=""attractions"")","user: Not really, I'm flexible. What are some popular Touristy spots in CA?","attractions = get_results_from_cache(key=""attractions"")"
77,assistant: There are several. Let me see what I can find for you.,,assistant: There are several. Let me see what I can find for you.,
